Running all tests
[TaggedIntegers] predecrement.js .......... Pass
[TaggedIntegers] preincrement.js .......... Pass
[TaggedIntegers] comparison.js .......... Pass
[TaggedIntegers] addition.js .......... Pass
[TaggedIntegers] subtraction.js .......... Pass
[TaggedIntegers] multiplication.js .......... Pass
[TaggedIntegers] divide.js .......... Pass
[TaggedIntegers] and.js .......... Pass
[TaggedIntegers] or.js .......... Pass
[TaggedIntegers] xor.js .......... Pass
[TaggedIntegers] not.js .......... Pass
[TaggedIntegers] negate.js .......... Pass
[TaggedIntegers] signedshiftleft.js .......... Pass
[TaggedIntegers] signedshiftright.js .......... Pass
[TaggedIntegers] unsignedshiftright.js .......... Pass
[TaggedIntegers] modulus.js .......... Pass
[TaggedIntegers] loopbounds.js .......... Pass
[TaggedIntegers] arrays.js .......... Pass
[TaggedIntegers] arrays.js .......... Pass
[TaggedIntegers] not_1.js .......... Pass
[TaggedIntegers] shift_constants.js .......... Pass
[TaggedIntegers] loops.js .......... Pass
[TaggedIntegers] predecrement.js .......... Pass
[TaggedIntegers] preincrement.js .......... Pass
[TaggedFloats] test.js .......... Fail
[Optimizer] bug318.js .......... Pass
[Optimizer] bug70.js .......... Pass
[Optimizer] bug713.js .......... Pass
[Optimizer] bug1788761.js .......... Pass
[Optimizer] bug1868543.js .......... Fail
[Optimizer] bug469.js .......... Fail
[Optimizer] bug3831075.js .......... Pass
[Optimizer] bug5579910.js .......... Fail
[Optimizer] conv_bool.js .......... Pass
[Optimizer] CmBail.js .......... Pass
[Optimizer] CmPeeps.js .......... Pass
[Optimizer] cse1.js .......... Pass
[Optimizer] cse2.js .......... Pass
[Optimizer] cse3.js .......... Pass
[Optimizer] NullTypeSpec.js .......... Fail
[Optimizer] optpeep.js .......... Fail
[Optimizer] shru_peep.js .......... Pass
[Optimizer] shru_intrange.js .......... Pass
[Optimizer] test0.js .......... Pass
[Optimizer] test1.js .......... Pass
[Optimizer] test10.js .......... Pass
[Optimizer] test11.js .......... Pass
[Optimizer] test12.js .......... Pass
[Optimizer] test13.js .......... Pass
[Optimizer] test14.js .......... Pass
[Optimizer] test15.js .......... Pass
[Optimizer] test16.js .......... Pass
[Optimizer] test17.js .......... Pass
[Optimizer] test18.js .......... Pass
[Optimizer] test19.js .......... Pass
[Optimizer] test2.js .......... Pass
[Optimizer] test20.js .......... Pass
[Optimizer] test21.js .......... Pass
[Optimizer] test22.js .......... Pass
[Optimizer] test23.js .......... Pass
[Optimizer] test24.js .......... Pass
[Optimizer] test25.js .......... Pass
[Optimizer] test26.js .......... Pass
[Optimizer] test27.js .......... Pass
[Optimizer] test28.js .......... Pass
[Optimizer] test29.js .......... Pass
[Optimizer] test3.js .......... Pass
[Optimizer] test30.js .......... Pass
[Optimizer] test31.js .......... Pass
[Optimizer] test32.js .......... Pass
[Optimizer] test33.js .......... Pass
[Optimizer] test34.js .......... Pass
[Optimizer] test35.js .......... Pass
[Optimizer] test36.js .......... Pass
[Optimizer] test37.js .......... Pass
[Optimizer] test38.js .......... Pass
[Optimizer] test39.js .......... Pass
[Optimizer] test4.js .......... Pass
[Optimizer] test40.js .......... Pass
[Optimizer] test41.js .......... Pass
[Optimizer] test42.js .......... Pass
[Optimizer] test43.js .......... Pass
[Optimizer] test44.js .......... Pass
[Optimizer] test45.js .......... Pass
[Optimizer] test46.js .......... Pass
[Optimizer] test47.js .......... Pass
[Optimizer] test48.js .......... Pass
[Optimizer] test49.js .......... Pass
[Optimizer] test5.js .......... Pass
[Optimizer] test50.js .......... Pass
[Optimizer] test51.js .......... Pass
[Optimizer] test52.js .......... Pass
[Optimizer] test53.js .......... Pass
[Optimizer] test54.js .......... Pass
[Optimizer] test55.js .......... Pass
[Optimizer] test56.js .......... Pass
[Optimizer] test57.js .......... Pass
[Optimizer] test58.js .......... Pass
[Optimizer] test59.js .......... Pass
[Optimizer] test6.js .......... Pass
[Optimizer] test60.js .......... Pass
[Optimizer] test61.js .......... Pass
[Optimizer] test62.js .......... Pass
[Optimizer] test63.js .......... Pass
[Optimizer] test64.js .......... Pass
[Optimizer] test65.js .......... Pass
[Optimizer] test66.js .......... Pass
[Optimizer] test67.js .......... Pass
[Optimizer] test68.js .......... Pass
[Optimizer] test69.js .......... Pass
[Optimizer] test7.js .......... Pass
[Optimizer] test70.js .......... Pass
[Optimizer] test71.js .......... Pass
[Optimizer] test72.js .......... Pass
[Optimizer] test73.js .......... Pass
[Optimizer] test74.js .......... Pass
[Optimizer] test75.js .......... Pass
[Optimizer] test76.js .......... Pass
[Optimizer] test77.js .......... Pass
[Optimizer] test78.js .......... Pass
[Optimizer] test79.js .......... Pass
[Optimizer] test8.js .......... Pass
[Optimizer] test80.js .......... Pass
[Optimizer] test81.js .......... Pass
[Optimizer] test82.js .......... Pass
[Optimizer] test83.js .......... Pass
[Optimizer] test84.js .......... Pass
[Optimizer] test85.js .......... Pass
[Optimizer] test86.js .......... Pass
[Optimizer] test87.js .......... Pass
[Optimizer] test88.js .......... Pass
[Optimizer] test89.js .......... Pass
[Optimizer] test9.js .......... Pass
[Optimizer] test90.js .......... Pass
[Optimizer] test91.js .......... Pass
[Optimizer] test92.js .......... Pass
[Optimizer] test93.js .......... Pass
[Optimizer] test94.js .......... Pass
[Optimizer] test95.js .......... Pass
[Optimizer] test96.js .......... Pass
[Optimizer] test97.js .......... Pass
[Optimizer] test98.js .......... Pass
[Optimizer] test99.js .......... Pass
[Optimizer] test100.js .......... Pass
[Optimizer] test101.js .......... Pass
[Optimizer] test102.js .......... Pass
[Optimizer] test103.js .......... Pass
[Optimizer] test104.js .......... Pass
[Optimizer] test105.js .......... Fail
[Optimizer] test106.js .......... Pass
[Optimizer] test107.js .......... Pass
[Optimizer] test108.js .......... Pass
[Optimizer] test109.js .......... Pass
[Optimizer] test110.js .......... Pass
[Optimizer] test111.js .......... Pass
[Optimizer] test112.js .......... Pass
[Optimizer] test113.js .......... Pass
[Optimizer] test115.js .......... Fail
[Optimizer] test116.js .......... Pass
[Optimizer] test117.js .......... Pass
[Optimizer] test118.js .......... Pass
[Optimizer] test119.js .......... Fail
[Optimizer] test120.js .......... Fail
[Optimizer] test121.js .......... Pass
[Optimizer] test122.js .......... Pass
[Optimizer] test123.js .......... Pass
[Optimizer] test124.js .......... Pass
[Optimizer] test125.js .......... Pass
[Optimizer] test126.js .......... Pass
[Optimizer] test127.js .......... Fail
[Optimizer] test128.js .......... Fail
[Optimizer] test129.js .......... Pass
[Optimizer] test130.js .......... Pass
[Optimizer] test131.js .......... Pass
[Optimizer] test132.js .......... Pass
[Optimizer] test133.js .......... Fail
[Optimizer] test134.js .......... Pass
[Optimizer] test135.js .......... Fail
[Optimizer] test136.js .......... Pass
[Optimizer] test137.js .......... Pass
[Optimizer] test138.js .......... Pass
[Optimizer] test138.js .......... Pass
[Optimizer] test139.js .......... Pass
[Optimizer] test140.js .......... Pass
[Optimizer] test141.js .......... Pass
[Optimizer] test142.js .......... Pass
[Optimizer] test143.js .......... Fail
[Optimizer] test144.js .......... Pass
[Optimizer] test145.js .......... Pass
[Optimizer] deadstore_field.js .......... Pass
[Optimizer] deadstore_oneblockloop.js .......... Pass
[Optimizer] marktemp.js .......... Pass
[Optimizer] marktemp2.js .......... Pass
[Optimizer] marktempnumberontempobjects.js .......... Fail
[Optimizer] mul.js .......... Fail
[Optimizer] NegativeZero.js .......... Fail
[Optimizer] Overflow.js .......... Pass
[Optimizer] Overflow_MaxInterpret.js .......... Pass
[Optimizer] Invariants.js .......... Pass
[Optimizer] LossyLosslessInt32.js .......... Pass
[Optimizer] LossyLosslessInt32.js .......... Pass
[Optimizer] LossyLosslessInt32.js .......... Pass
[Optimizer] AggressiveIntTypeSpec.js .......... Pass
[Optimizer] AggressiveIntTypeSpec_Off_MaxInterpret.js .......... Pass
[Optimizer] FloatTypeSpec_MaxInterpret.js .......... Pass
[Optimizer] NativeArray_MaxInterpret_OffArrayMissingValueCheckHoist.js .......... Pass
[Optimizer] TypeSpec.js .......... Pass
[Optimizer] inline-actual.js .......... Pass
[Optimizer] copyprop.js .......... Fail
[Optimizer] copyprop.js .......... Fail
[Optimizer] dead.js .......... Pass
[Optimizer] UnreachableCode.js .......... Fail
[Optimizer] PrePassValues.js .......... Pass
[Optimizer] missing_len.js .......... Pass
[Optimizer] ArrayCheckHoist.js .......... Fail
[Optimizer] ArrayCheckHoist.js .......... Fail
[Optimizer] ArrayCheckHoist.js .......... Fail
[Optimizer] ArrayCheckHoist.js .......... Fail
[Optimizer] BoundCheckElimination.js .......... Fail
[Optimizer] Miscellaneous_MaxInterpret.js .......... Fail
[Optimizer] Miscellaneous_LoopInterpret.js .......... Pass
[Optimizer] Miscellaneous_ForceJitLoopBody.js .......... Pass
[Optimizer] NegativeZeroPow.js .......... Pass
[Optimizer] StrengthReduction.js .......... Pass
[Optimizer] directglofield_dictionarytypehandler.js .......... Fail
[Optimizer] IntDivTypeSpec.js .......... Pass
[Optimizer] bailonnoprofile_objtypespecstore.js .......... Fail
[Optimizer] Non32bitOverflow.js .......... Pass
[Optimizer] implicit_upwardexposed.js .......... Pass
[Optimizer] bug1288834.js .......... Pass
[Optimizer] opttagchecks1.js .......... Pass
[Optimizer] opttagchecks2.js .......... Fail
[Optimizer] trycatch_functional.js .......... Fail
[Optimizer] trycatch_assert.js .......... Fail
[Optimizer] ToVarI32_x64.js .......... Pass
[Optimizer] forcedTypeSpecOnLoopHeader.js .......... Pass
[Optimizer] memop-upperbound.js .......... Pass
[Optimizer] forceRejitBugs.js .......... Fail
[Optimizer] negativeZero_bugs.js .......... Pass
[Function] apply.js .......... Pass
[Function] apply3.js .......... Skip (FIXME: take too much time)
[Function] applyArgs.js .......... Fail
[Function] arguments1.js .......... Fail
[Function] arguments2.js .......... Fail
[Function] arguments3.js .......... Fail
[Function] arguments4.js .......... Fail
[Function] argumentsMisc.js .......... Fail
[Function] arguments.es5.js .......... Fail
[Function] argumentsResolution.js .......... Pass
[Function] argumentsLimits.js .......... Fail
[Function] someMoreArguments.js .......... Fail
[Function] bind.js .......... Fail
[Function] call1.js .......... Fail
[Function] call2.js .......... Pass
[Function] CallerArgs.js .......... Fail
[Function] callsideeffects.js .......... Fail
[Function] catchsymbolvar.js .......... Pass
[Function] newsideeffect.js .......... Pass
[Function] newsideeffect.js .......... Pass
[Function] callmissingtgt.js .......... Pass
[Function] defernested.js .......... Fail
[Function] defernested.js .......... Fail
[Function] jitLoopBody.js .......... Pass
[Function] deferredParsing.js .......... Fail
[Function] deferredParsing.js .......... Fail
[Function] deferredGetterSetter.js .......... Pass
[Function] deferredBadContinue.js .......... Fail
[Function] deferredBadContinue.js .......... Fail
[Function] deferredWith.js .......... Fail
[Function] deferredWith2.js .......... Pass
[Function] newFunction.js .......... Pass
[Function] prototype.js .......... Fail
[Function] TApply1.js .......... Pass
[Function] toString.js .......... Fail
[Function] funcExpr.js .......... Fail
[Function] moreFuncExpr.js .......... Fail
[Function] moreFuncExpr.js .......... Fail
[Function] evenMoreFuncExpr3.js .......... Pass
[Function] someMoreFuncExpr.js .......... Fail
[Function] constructor.js .......... Pass
[Function] ctrFlags.js .......... Pass
[Function] typeErrorAccessor.js .......... Fail
[Function] FuncBody.js .......... Fail
[Function] FuncBody.bug133933.js .......... Fail
[Function] FuncBody.bug227901.js .......... Fail
[Function] FuncBody.bug232281.js .......... Fail
[Function] FuncBody.bug236810.js .......... Pass
[Function] FuncBody.bug231397.js .......... Pass
[Function] bug_258259.js .......... Fail
[Function] sameNamePara.js .......... Fail
[Function] closure.js .......... Pass
[Function] undefThis.js .......... Fail
[Function] stackargs.js .......... Fail
[Function] StackArgsWithFormals.js .......... Fail
[Function] StackArgsWithFormals.js .......... Fail
[Function] StackArgsWithFormals.js .......... Fail
[Function] StackArgsWithFormals.js .......... Fail
[Function] StackArgs_MaxInterpret.js .......... Pass
[Function] childCallsEvalJitLoopBody.js .......... Fail
[Function] 631838.js .......... Pass
[Function] calli.js .......... Pass
[Function] caller_replaced_proto.js .......... Pass
[Function] bug542360.js .......... Pass
[Function] crosssite_bind_main.js .......... Pass
[Function] failnativecodeinstall.js .......... Skip (FIXME: take too much time)
[Function] redefer-recursive-inlinees.js .......... Fail
[Object] constructor.js .......... Pass
[Object] constructor1.js .......... Pass
[Object] expandos.js .......... Pass
[Object] hasOwnProperty.js .......... Pass
[Object] isEnumerable.js .......... Pass
[Object] isPrototypeOf.js .......... Pass
[Object] Object.js .......... Fail
[Object] null.js .......... Fail
[Object] propertyIsEnumerable.js .......... Fail
[Object] propertyDescriptorNonObject.js .......... Fail
[Object] toLocaleString2.js .......... Fail
[Object] toLocaleStringBasics.js .......... Fail
[Object] toLocaleString.js .......... Fail
[Object] toLocaleString.js .......... Fail
[Object] toLocaleString.js .......... Fail
[Object] toLocaleString.js .......... Fail
[Object] toLocaleString1.js .......... Fail
[Object] toLocaleString1.js .......... Fail
[Object] toLocaleString1.js .......... Fail
[Object] toString1.js .......... Pass
[Object] toString2.js .......... Pass
[Object] newobj.js .......... Pass
[Object] regex.js .......... Pass
[Object] var.js .......... Fail
[Object] moreProperties-enumeration.js .......... Pass
[Object] Slow.js .......... Pass
[Object] bigES5Array.js .......... Pass
[Object] NumericPropertyIsEnumerable.js .......... Pass
[Object] defineProperty.js .......... Fail
[Object] getOwnPropertyDescriptor.js .......... Pass
[Object] getOwnPropertyDescriptors.js .......... Fail
[Object] objectCreationOptimizations.js .......... Pass
[Object] multivardecl.js .......... Pass
[Object] propertyStrings.js .......... Pass
[Object] forinenumcache.js .......... Fail
[Object] forinnonenumerableshadowing.js .......... Fail
[Object] forinfastpath.js .......... Pass
[Object] forIn.error.js .......... Fail
[Object] HashTable.js .......... Pass
[Object] TypeSnapshotEnumeration.js .......... Fail
[Object] NewScObject-InlineSlotCapacityLocking.js .......... Pass
[Object] objlit_type.js .......... Pass
[Object] PathTypeDeleteLastProperty.js .......... Fail
[Object] stackobject.js .......... Pass
[Object] stackobject_escape.js .......... Pass
[Object] LargeAuxArray.js .......... Pass
[Object] stackobject_dependency.js .......... Fail
[Object] objectCreateNull.js .......... Pass
[Object] ObjectHeaderInlining_otherInstrs.js .......... Pass
[Object] ObjectHeaderInlining.js .......... Pass
[Object] ObjectHeaderInlining_SimpleDictTypeHandler.js .......... Pass
[Object] ObjectHeaderInlining_DictTypeHandler.js .......... Pass
[Object] ObjectHeaderInlining_deleteProps.js .......... Pass
[Object] ObjectHeaderInlining_prototype.js .......... Pass
[Object] ObjectHeaderInlining_prototypeTypeChange.js .......... Pass
[Object] ObjectHeaderInlining_objArrayFastPath.js .......... Pass
[Object] ObjectHeaderInlining_StFldOpt.js .......... Pass
[Object] stackobject_dependency.js .......... Fail
[Object] stackobject_dependency.js .......... Fail
[Object] ObjectHeaderInlining_NewPropNoInlineCache.js .......... Fail
[Object] ObjectHeaderInlining_NewPropNoInlineCache_StaticType.js .......... Pass
[Object] ObjectHeaderInlining_NewPropSharedInlineCache.js .......... Fail
[Object] ForInInline.js .......... Pass
[Object] forinenumcachebuiltin.js .......... Fail
[Regex] captures.js .......... Fail
[Regex] fastRegexCaptures.js .......... Pass
[Regex] regex1.js .......... Fail
[Regex] regexSplitOptimization.js .......... Fail
[Regex] match_global.js .......... Pass
[Regex] configurableTest.js .......... Fail
[Regex] rx1.js .......... Fail
[Regex] regex_replacefn.js .......... Pass
[Regex] regex_replacefn_this.js .......... Pass
[Regex] class-case.js .......... Pass
[Regex] prioritizedalternatives.js .......... Pass
[Regex] multiline.js .......... Pass
[Regex] regex_assertion.js .......... Pass
[Regex] regex_deviations.js .......... Pass
[Regex] undefined_option.js .......... Pass
[Regex] toString.js .......... Fail
[Regex] trigram.js .......... Pass
[Regex] nul_character.js .......... Fail
[Regex] replace.js .......... Fail
[Regex] BolEol.js .......... Pass
[Regex] crossContext.js .......... Fail
[Regex] crossContext.js .......... Fail
[Regex] properties.js .......... Fail
[Regex] NotBOILiteral2.js .......... Pass
[Regex] BoiHardFail.js .......... Fail
[Regex] leadtrail.js .......... Pass
[Regex] Bug517864.js .......... Pass
[Regex] stackregex_box.js .......... Pass
[Regex] blue_102584_1.js .......... Fail
[Regex] blue_102584_2.js .......... Pass
[Regex] Bug737451.js .......... Pass
[Regex] Bug1153694.js .......... Fail
[Prototypes] Prototype.js .......... Pass
[Prototypes] Prototype2.js .......... Pass
[Prototypes] deep.js .......... Pass
[Prototypes] initProto.js .......... Pass
[Prototypes] ChangePrototype.js .......... Fail
[Prototypes] ReadOnly.js .......... Pass
[Prototypes] shadow.js .......... Fail
[Prototypes] shadow2.js .......... Fail
[GlobalFunctions] GlobalFunctions.js .......... Pass
[GlobalFunctions] eval1.js .......... Fail
[GlobalFunctions] evalNullsNewlines.js .......... Fail
[GlobalFunctions] evalreturns.js .......... Fail
[GlobalFunctions] evalDeferred.js .......... Fail
[GlobalFunctions] eval-strict-delete.js .......... Fail
[GlobalFunctions] parseFloat.js .......... Pass
[GlobalFunctions] parseInt.js .......... Pass
[GlobalFunctions] parseShortCut.js .......... Pass
[GlobalFunctions] InternalToString.js .......... Pass
[GlobalFunctions] ParseInt1.js .......... Pass
[GlobalFunctions] deferunicode.js .......... Pass
[GlobalFunctions] toString.js .......... Pass
[Operators] access.js .......... Pass
[Operators] add.js .......... Pass
[Operators] addcross.js .......... Fail
[Operators] biops.js .......... Fail
[Operators] binop-kills.js .......... Pass
[Operators] delete1.js .......... Pass
[Operators] delete2.js .......... Fail
[Operators] delete3.js .......... Fail
[Operators] div.js .......... Fail
[Operators] equals.js .......... Pass
[Operators] instanceof.js .......... Fail
[Operators] inst_bug.js .......... Pass
[Operators] isin.js .......... Pass
[Operators] logAnd.js .......... Pass
[Operators] logOr.js .......... Pass
[Operators] mod.js .......... Pass
[Operators] modopt.js .......... Fail
[Operators] mul.js .......... Pass
[Operators] OpEq.js .......... Pass
[Operators] or.js .......... Pass
[Operators] property.js .......... Pass
[Operators] relops.js .......... Pass
[Operators] strictequal.js .......... Pass
[Operators] unaryOps.js .......... Pass
[Operators] xor.js .......... Pass
[Operators] new.js .......... Fail
[Operators] newReturn.js .......... Pass
[Operators] newBuiltin.js .......... Fail
[Operators] newProto.js .......... Pass
[Operators] prototypeInheritance.js .......... Pass
[Operators] prototypeInheritance2.js .......... Pass
[Operators] zero.js .......... Pass
[Conversions] toint32.js .......... Pass
[Conversions] toint32_2.js .......... Fail
[Conversions] touint32.js .......... Pass
[Conversions] ImplicitConversions.js .......... Fail
[Conversions] bug1.js .......... Pass
[RWC] OneNote.ribbon.js .......... Pass
[VT_DATE] Skipping whole directory (Chakracore-only)
[Lib] construct.js .......... Fail
[Lib] getclass.js .......... Pass
[Lib] length2.js .......... Fail
[Lib] LibLength.js .......... Pass
[Lib] noargs.js .......... Fail
[Lib] tostring.js .......... Fail
[Lib] forin_lib.js .......... Fail
[Lib] uri.js .......... Fail
[Lib] error.js .......... Pass
[Lib] workingset.js .......... Fail
[Lib] profiledataobject.js .......... Fail
[Lib] profiledataobject.js .......... Fail
[Lib] profiledataobject.js .......... Fail
[Lib] profiledataobject.js .......... Fail
[Lib] profiledataobject.js .......... Fail
[Lib] profiledataobject.js .......... Fail
[JSON] jx1.js .......... Pass
[JSON] jx2.js .......... Fail
[JSON] stringify-replacer.js .......... Pass
[JSON] stringify-replacerfunc.js .......... Pass
[JSON] space.js .......... Pass
[JSON] simple.js .......... Pass
[JSON] simple.withLog.js .......... Fail
[JSON] simple.stringify.js .......... Pass
[JSON] parseWithGc.js .......... Pass
[JSON] jsonCache.js .......... Fail
[JSON] jsonCache.js .......... Fail
[JSON] json_parse_Blue_548957.js .......... Pass
[JSON] jsonParseWalkTest.js .......... Pass
[JSON] syntaxError.js .......... Fail
[Bugs] bug602.js .......... Pass
[Bugs] bug764.js .......... Fail
[Bugs] withnonativeApplyOptimizationBug3433559.js .......... Fail
[Bugs] Win8_486977_BranchStrictEqual.js .......... Pass
[Bugs] Win8_459638.js .......... Pass
[Bugs] bug_OS_1197716.js .......... Fail
[Bugs] addexception.js .......... Pass
[Bugs] regalloc.js .......... Pass
[Bugs] randombug.js .......... Fail
[Bugs] blue_532460.js .......... Fail
[Bugs] bug56026.js .......... Fail
[Bugs] bug56026_minimal.js .......... Fail
[Bugs] bug56026_minimalWithProperties.js .......... Fail
[Bugs] bug56026_nested.js .......... Fail
[Bugs] bug56026_trycatch.js .......... Fail
[Bugs] blue_245702.js .......... Fail
[Bugs] bug547302.js .......... Pass
[Bugs] bug215238.mul-53-ovf.js .......... Pass
[Bugs] bug215238-shrua.js .......... Pass
[Bugs] bug215238.shrua-2.js .......... Pass
[Bugs] bug435809.js .......... Pass
[Bugs] bug594298.js .......... Pass
[Bugs] bug661952.js .......... Pass
[Bugs] bug724121.js .......... Pass
[Bugs] deserializationbug339404.js .......... Fail
[Bugs] bug843670.js .......... Pass
[Bugs] bug934443.js .......... Fail
[Bugs] vso_os_1091425.js .......... Fail
[Bugs] bug1092916.js .......... Pass
[Bugs] blue_1096569.js .......... Fail
[Bugs] blue_1086262.js .......... Fail
[Bugs] bug1288931.js .......... Pass
[Bugs] OS_1362136.js .......... Pass
[Bugs] SIMDExtendArgCSE.js .......... Fail
[Bugs] bug_OS_4683246.js .......... Fail
[Bugs] fabs1.js .......... Fail
[Bugs] OS_5248645.js .......... Pass
[Bugs] OS_5553123.js .......... Fail
[Bugs] symbol_tostring.js .......... Fail
[Bugs] default_undodefer.js .......... Pass
[Bugs] Bug_resetisdead.js .......... Pass
[Bugs] bug_es5array.js .......... Pass
[Bugs] simpletypehandler-property-deletion.js .......... Pass
[Bugs] HasOnlyWritableDataProperties-cross-context.js .......... Fail
[Bugs] b208.js .......... Fail
[Bugs] bug9080773.js .......... Pass
[Bugs] bug9080773_2.js .......... Pass
[Bugs] bug8554038.js .......... Fail
[Bugs] b208_asmjs.js .......... Fail
[Bugs] b208_asmjs.js .......... Fail
[Bugs] testSimdManyVars.js .......... Fail
[Bugs] b95.js .......... Fail
[Bugs] b108.js .......... Fail
[Bugs] invertloop_bug.js .......... Fail
[Bugs] typespec_bug.js .......... Pass
[Bugs] deletenonconfig.js .......... Fail
[Bugs] InlineFunctionParameterWithInfiniteLoop.js .......... Pass
[strict] GlobalEval.js .......... Pass
[strict] basics_function_in_SM.js .......... Fail
[strict] basics_function_in_SM.js .......... Fail
[strict] callerOrArgsNoAccess.js .......... Pass
[strict] stricteval-deferred.js .......... Fail
[strict] stricteval2-deferred.js .......... Fail
[strict] stricteval3-deferred.js .......... Fail
[strict] strictargs-deferred.js .......... Fail
[strict] strictargs2-deferred.js .......... Fail
[strict] strictargs3-deferred.js .......... Fail
[strict] evalargs.js .......... Fail
[strict] evalargs.js .......... Fail
[strict] evalThis.js .......... Pass
[strict] evalThis2.js .......... Pass
[strict] evalThisNested.js .......... Pass
[strict] formal_samename1.js .......... Fail
[strict] formal_samename1.js .......... Fail
[strict] formal_samename2.js .......... Fail
[strict] formal_samename2.js .......... Fail
[strict] multiunit.js .......... Fail
[strict] delete.js .......... Fail
[strict] delete.js .......... Fail
[strict] 01.octal.js .......... Pass
[strict] 01.octal.js .......... Skip (-ForceStrictMode)
[strict] 01.octal_sm.js .......... Pass
[strict] 03.assign.js .......... Pass
[strict] 03.assign.js .......... Skip (-ForceStrictMode)
[strict] 03.assign.js .......... Skip (-Force:Deferparse -ForceStrictMode)
[strict] 03.assign_sm.js .......... Pass
[strict] 03.assign_sm.js .......... Pass
[strict] 04.eval.js .......... Pass
[strict] 04.eval.js .......... Pass
[strict] 05.arguments.js .......... Fail
[strict] 05.arguments.js .......... Skip (-ForceStrictMode)
[strict] 05.arguments.js .......... Skip (-Serialized -ForceStrictMode)
[strict] 05.arguments.js .......... Skip (-Force:Deferparse -ForceStrictMode)
[strict] 05.arguments_sm.js .......... Fail
[strict] 05.arguments_sm.js .......... Fail
[strict] 05.arguments_sm.js .......... Fail
[strict] 06.arguments.js .......... Fail
[strict] 06.arguments.js .......... Skip (-ForceStrictMode)
[strict] 06.arguments.js .......... Skip (-Force:Deferparse -ForceStrictMode)
[strict] 06.arguments.js .......... Skip (-force:cachedscope -ForceStrictMode)
[strict] 06.arguments_sm.js .......... Pass
[strict] 06.arguments_sm.js .......... Pass
[strict] 06.arguments_sm.js .......... Pass
[strict] 07.arguments.js .......... Pass
[strict] 07.arguments_sm.js .......... Pass
[strict] 08.ObjectLiteral.js .......... Fail
[strict] 08.ObjectLiteral.js .......... Skip (-ForceStrictMode)
[strict] 08.ObjectLiteral_sm.js .......... Fail
[strict] 09.ObjectLiteral.js .......... Pass
[strict] 09.ObjectLiteral.js .......... Skip (-ForceStrictMode)
[strict] 09.ObjectLiteral_sm.js .......... Pass
[strict] 10.eval.js .......... Pass
[strict] 10.eval_sm.js .......... Fail
[strict] 11.this.js .......... Pass
[strict] 11.this.js .......... Skip (-ForceStrictMode)
[strict] 11.this_sm.js .......... Pass
[strict] 11.this_sm.js .......... Pass
[strict] 12.delete.js .......... Pass
[strict] 12.delete.js .......... Skip (-ForceStrictMode)
[strict] 12.delete_sm.js .......... Pass
[strict] 13.delete.js .......... Pass
[strict] 14.var.js .......... Pass
[strict] 14.var.js .......... Skip (-ForceStrictMode)
[strict] 14.var_sm.js .......... Pass
[strict] 15.with.js .......... Pass
[strict] 15.with.js .......... Skip (-ForceStrictMode)
[strict] 15.with_sm.js .......... Pass
[strict] 16.catch.js .......... Pass
[strict] 16.catch.js .......... Skip (-ForceStrictMode)
[strict] 16.catch_sm.js .......... Pass
[strict] 17.formal.js .......... Pass
[strict] 17.formal_sm.js .......... Skip (-ForceStrictMode)
[strict] 17.formal_sm.js .......... Pass
[strict] 18.formal.js .......... Pass
[strict] 18.formal.js .......... Skip (-ForceStrictMode)
[strict] 18.formal_sm.js .......... Pass
[strict] 19.function.js .......... Fail
[strict] 19.function_sm.js .......... Fail
[strict] 20.function.js .......... Pass
[strict] 20.function.js .......... Skip (-ForceStrictMode)
[strict] 20.function_sm.js .......... Pass
[strict] 21.functionDeclaration.js .......... Pass
[strict] 21.functionDeclaration.js .......... Skip (-ForceStrictMode)
[strict] 21.functionDeclaration_sm.js .......... Fail
[strict] 22.callerCalleeArguments.js .......... Fail
[strict] 22.callerCalleeArguments_sm.js .......... Fail
[strict] 23.reservedWords.js .......... Fail
[strict] 23.reservedWords_sm.js .......... Fail
[strict] 24.properties.js .......... Pass
[strict] 24.properties.js .......... Skip (-ForceStrictMode)
[strict] 24.properties_sm.js .......... Pass
[strict] strictkwd.js .......... Fail
[strict] strictkwd.js .......... Fail
[strict] strictkwd-deferred.js .......... Fail
[strict] comma_bug219390.js .......... Fail
[strict] comma_bug219390.js .......... Fail
[strict] nestedfnnameargs.js .......... Fail
[strict] nestedfnnameargs.js .......... Fail
[strict] bug212755.js .......... Fail
[strict] bug212755.js .......... Fail
[strict] OS_1362136.js .......... Pass
[strict] nonSimpleParameterList.js .......... Fail
[utf8] invalidutf8.js .......... Pass
[utf8] unicode_digit_as_identifier_should_work.js .......... Fail
[utf8] surrogatepair.js .......... Fail
[UnifiedRegex] acid.js .......... Fail
[UnifiedRegex] assertion.js .......... Fail
[UnifiedRegex] bugFixRegression.js .......... Fail
[UnifiedRegex] bugFixRegression.js .......... Fail
[UnifiedRegex] captures.js .......... Fail
[UnifiedRegex] class-case.js .......... Fail
[UnifiedRegex] crazy.js .......... Fail
[UnifiedRegex] es5SpecExamples.js .......... Fail
[UnifiedRegex] escapes.js .......... Fail
[UnifiedRegex] fastRegexCaptures.js .......... Fail
[UnifiedRegex] lastIndex.js .......... Fail
[UnifiedRegex] lazyVsEagerLastIndex.js .......... Pass
[UnifiedRegex] match_global.js .......... Fail
[UnifiedRegex] multiline.js .......... Fail
